Date,Opening,User,Rating_dif,winner
3/30/16,C24,3,16,0
4/4/16,B00,3,12,0
4/4/16,C42,3,26,0
4/4/16,A00,3,13,0
4/4/16,C43,3,18,0
4/4/16,C45,3,105,0
4/4/16,D00,3,37,1
4/4/16,C43,3,32,0
4/4/16,C41,3,21,0
4/4/16,C45,3,9,0
4/5/16,C34,3,59,1
4/5/16,C41,3,85,0
4/5/16,C20,3,3,0
4/5/16,A00,3,6,1
4/5/16,C42,3,104,1
4/5/16,C42,3,41,0
4/5/16,C41,3,44,1
4/5/16,C45,3,42,1
4/5/16,B01,3,50,0
4/5/16,C45,3,18,1
4/5/16,C43,3,11,0
4/6/16,C42,3,24,0
4/6/16,A00,3,108,0
4/6/16,B00,3,93,1
4/6/16,C20,3,40,1
4/6/16,D00,3,12,0
4/6/16,C20,3,21,0
4/6/16,C45,3,13,0
4/6/16,A40,3,63,0
4/6/16,C40,3,58,0
4/6/16,B21,3,108,0
4/6/16,C41,3,129,0
4/6/16,A00,3,62,1
4/6/16,C20,3,25,0
4/6/16,C41,3,11,1
4/6/16,C41,3,12,1
4/6/16,D06,3,28,1
4/6/16,C42,3,31,0
4/6/16,C40,3,28,0
4/6/16,C20,3,42,1
4/6/16,A06,3,56,1
4/6/16,D00,3,62,1
4/6/16,C41,3,16,0
4/7/16,C00,3,14,1
4/7/16,C43,3,55,0
4/7/16,C24,3,1,0
4/7/16,D00,3,39,0
4/7/16,C41,3,60,1
4/7/16,C42,3,0,1
4/7/16,C45,3,6,0
4/7/16,A06,3,45,0
4/7/16,C00,3,60,1
4/7/16,C20,3,22,1
4/7/16,A40,3,72,1
4/7/16,C00,3,30,1
4/7/16,C42,3,2,0
4/7/16,C41,3,92,1
4/7/16,C42,3,43,1
4/7/16,C41,3,45,0
4/8/16,C42,3,24,0
4/8/16,C29,3,111,1
4/8/16,C45,3,37,1
4/8/16,A20,3,112,1
4/8/16,C43,3,27,1
4/8/16,B01,3,109,1
4/8/16,C42,3,163,1
4/8/16,A00,3,4,1
4/8/16,C40,3,53,1
4/8/16,D25,3,67,1
4/8/16,C45,3,79,1
4/8/16,C42,3,91,1
4/8/16,C45,3,103,1
4/8/16,B27,3,105,0
4/8/16,C20,3,144,0
4/8/16,C45,3,2,0
4/8/16,C42,3,4,0
4/8/16,C40,3,2,0
4/9/16,C21,3,25,1
4/9/16,A00,3,133,0
4/9/16,C26,3,52,0
4/9/16,A06,3,36,0
4/9/16,C20,3,45,1
4/9/16,C45,3,47,1
4/9/16,B02,3,72,1
4/9/16,C24,3,70,0
4/9/16,C45,3,74,0
4/9/16,C26,3,86,0
4/9/16,C45,3,66,1
4/9/16,C20,3,62,0
4/9/16,A00,3,11,0
4/9/16,C00,3,39,1
4/9/16,A00,3,48,0
4/9/16,C42,3,29,0
4/10/16,B00,3,12,1
4/10/16,C41,3,1,0
4/10/16,C00,3,47,1
4/10/16,C41,3,71,1
4/10/16,A00,3,13,0
4/10/16,C40,3,6,0
3/28/16,A41,3,226,1
4/10/16,C20,3,27,1
4/10/16,C21,3,13,0
4/10/16,C45,3,29,0
4/10/16,C21,3,43,0
4/10/16,C20,3,2,1
4/10/16,D20,3,34,1
4/10/16,C45,3,49,0
4/10/16,B33,3,21,0
4/10/16,C40,3,61,1
4/10/16,C26,3,21,1
4/10/16,C00,3,64,0
4/10/16,D00,3,24,0
4/10/16,A40,3,48,0
4/10/16,C40,3,96,1
4/10/16,C20,3,109,1
4/10/16,C41,3,104,0
4/12/16,A00,3,11,0
4/12/16,C21,3,23,0
4/12/16,C41,3,96,0
4/12/16,C20,3,92,0
4/12/16,A06,3,15,0
4/12/16,C41,3,37,0
4/12/16,C45,3,55,1
4/12/16,A00,3,30,1
4/13/16,C45,3,9,1
4/13/16,C24,3,90,1
4/13/16,C45,3,62,0
4/13/16,C24,3,128,0
4/13/16,A00,3,83,0
4/14/16,A00,3,7,1
3/28/16,C41,3,164,0
4/14/16,C40,3,13,1
4/14/16,B10,3,112,0
4/14/16,C45,3,19,1
4/14/16,B40,3,37,1
4/14/16,A00,3,16,1
4/14/16,B50,3,64,1
4/14/16,A40,3,46,0
4/14/16,B06,3,23,1
4/14/16,A20,3,160,0
4/15/16,A04,3,144,0
4/10/16,C45,3,225,0
4/16/16,D02,3,24,0
4/16/16,C40,3,45,1
4/16/16,C42,3,33,1
4/16/16,C45,3,17,0
4/16/16,A00,3,21,0
4/16/16,A06,3,12,1
4/16/16,C43,3,57,1
4/16/16,C45,3,11,1
4/16/16,C00,3,27,0
4/18/16,C42,3,45,1
4/18/16,C43,3,33,1
4/18/16,A20,3,38,0
4/18/16,C42,3,48,0
4/19/16,D00,3,37,0
4/19/16,C40,3,35,0
4/19/16,D20,3,71,0
4/19/16,C26,3,170,1
4/20/16,C42,3,95,0
4/21/16,C00,3,15,1
4/5/16,C41,3,246,0
4/22/16,C45,3,4,1
4/22/16,A00,3,71,1
3/28/16,C20,3,235,0
4/14/16,C45,3,250,0
4/21/16,C41,3,222,0
4/22/16,C41,3,21,0
4/22/16,C21,3,33,0
4/22/16,A06,3,2,1
4/22/16,D20,3,16,1
4/22/16,C45,3,60,1
4/22/16,C43,3,69,1
4/22/16,C21,3,81,1
4/22/16,C40,3,1,0
4/22/16,A40,3,59,0
4/22/16,C20,3,40,0
4/22/16,A40,3,34,0
4/22/16,C41,3,61,0
4/22/16,C42,3,43,0
4/15/16,D07,3,217,1
4/23/16,B01,3,35,0
4/23/16,B10,3,44,1
4/23/16,C42,3,36,0
4/23/16,C45,3,37,0
4/23/16,C42,3,5,0
4/23/16,C40,3,96,1
4/23/16,C41,3,28,1
4/23/16,D20,3,101,0
4/23/16,D00,3,91,1
4/23/16,C20,3,62,1
4/23/16,C01,3,80,0
4/23/16,A04,3,52,1
4/23/16,B07,3,42,0
4/23/16,C42,3,58,1
4/23/16,C45,3,156,1
4/23/16,C40,3,54,0
4/23/16,C28,3,59,1
4/23/16,C28,3,94,1
4/24/16,D00,3,101,1
4/24/16,D00,3,20,0
4/24/16,C21,3,12,1
4/24/16,C41,3,61,1
4/24/16,B10,3,69,0
4/24/16,B00,3,21,0
4/24/16,C40,3,2,1
4/24/16,C42,3,120,0
4/24/16,C45,3,31,0
4/24/16,C42,3,13,0
4/24/16,C45,3,29,1
4/24/16,C24,3,11,0
4/24/16,C45,3,27,1
4/24/16,C24,3,41,1
4/24/16,C45,3,23,0
4/24/16,C24,3,37,1
4/24/16,C24,3,24,1
4/24/16,C26,3,1,0
4/24/16,B32,3,79,0
4/24/16,C40,3,8,0
4/24/16,C20,3,61,0
4/24/16,C41,3,81,0
4/24/16,D00,3,33,0
4/24/16,C43,3,40,0
4/25/16,D20,3,20,0
4/25/16,C41,3,43,1
4/25/16,C45,3,19,0
4/25/16,D20,3,72,1
4/25/16,C42,3,9,1
4/25/16,C00,3,0,0
4/25/16,A04,3,23,1
4/25/16,C45,3,24,1
4/25/16,C20,3,52,0
4/25/16,C24,3,44,0
4/25/16,A40,3,107,0
4/25/16,C41,3,4,1
4/25/16,C40,3,13,0
4/26/16,C41,3,76,0
4/14/16,C42,3,181,0
4/27/16,B01,3,20,1
4/27/16,C42,3,108,0
4/27/16,C42,3,4,1
4/27/16,D02,3,5,1
4/27/16,C00,3,11,0
4/28/16,C41,3,27,1
4/28/16,C42,3,30,1
4/28/16,D20,3,24,1
4/28/16,B00,3,34,1
4/28/16,D02,3,47,0
4/28/16,B01,3,13,0
4/28/16,B15,3,25,0
4/28/16,B20,3,63,0
4/28/16,C42,3,79,1
4/28/16,A00,3,64,1
4/28/16,C20,3,54,1
4/28/16,C45,3,11,1
4/28/16,C41,3,52,1
4/28/16,D02,3,0,0
4/28/16,B00,3,28,0
4/28/16,C42,3,32,0
4/28/16,C45,3,109,1
4/28/16,C42,3,29,0
4/28/16,C42,3,4,1
4/28/16,C45,3,31,1
4/28/16,B01,3,50,0
4/28/16,C20,3,26,1
4/28/16,C45,3,2,0
3/22/16,C20,3,36,1
4/28/16,C41,3,12,0
4/28/16,C24,3,9,0
4/28/16,B01,3,33,1
4/28/16,D20,3,32,1
4/28/16,C45,3,7,0
4/28/16,C42,3,6,0
4/28/16,C20,3,29,1
4/28/16,C42,3,61,1
4/28/16,B40,3,41,1
4/28/16,C00,3,160,0
4/28/16,C42,3,25,0
4/28/16,C45,3,60,1
4/28/16,C45,3,24,1
4/28/16,C45,3,49,1
4/28/16,D00,3,23,1
4/22/16,C20,3,198,0
4/28/16,C45,3,50,1
4/28/16,D20,3,6,1
4/22/16,C41,3,206,0
4/28/16,C42,3,28,0
4/28/16,C45,3,5,1
4/28/16,A22,3,26,0
4/28/16,D00,3,0,1
4/28/16,C45,3,44,0
4/20/16,C41,3,153,0
4/28/16,B12,3,78,0
4/28/16,C43,3,53,0
4/29/16,B00,3,17,1
4/29/16,C42,3,18,0
4/29/16,C40,3,36,0
4/29/16,C42,3,6,1
4/29/16,C45,3,77,1
4/29/16,C24,3,7,0
4/29/16,C42,3,74,0
4/29/16,C45,3,32,1
4/29/16,D00,3,70,1
4/29/16,C45,3,42,0
4/29/16,C34,3,48,1
4/29/16,C41,3,59,1
4/29/16,C25,3,14,0
4/30/16,B40,3,41,0
4/30/16,C42,3,8,1
4/30/16,C00,3,25,0
4/30/16,B07,3,61,0
4/30/16,D20,3,37,0
4/30/16,C42,3,49,0
4/30/16,C41,3,36,0
4/30/16,C41,3,19,0
4/30/16,B30,3,21,0
4/30/16,C45,3,29,0
4/30/16,C42,3,43,0
4/30/16,A00,3,28,1
4/30/16,C42,3,32,0
4/30/16,A00,3,14,1
4/30/16,B95,3,28,0
4/30/16,A00,3,36,0
4/30/16,C00,3,57,0
4/30/16,B32,3,20,0
4/30/16,C40,3,24,0
4/30/16,C00,3,26,0
4/23/16,C45,3,208,1
4/30/16,C42,3,27,1
4/30/16,C00,3,62,1
5/1/16,A20,3,60,0
5/1/16,C42,3,132,1
5/1/16,C26,3,15,0
5/1/16,B00,3,10,1
5/1/16,C26,3,34,1
5/1/16,C42,3,144,0
5/1/16,C41,3,32,1
5/1/16,C42,3,38,0
5/1/16,C26,3,73,0
5/1/16,C45,3,6,1
4/26/16,C42,3,114,1
4/26/16,C41,3,95,1
5/1/16,A20,3,12,1
5/1/16,C20,3,28,0
5/1/16,C45,3,89,1
5/1/16,D20,3,25,0
5/1/16,B20,3,27,0
5/1/16,D20,3,25,0
5/1/16,B10,3,38,1
5/1/16,C40,3,45,1
5/1/16,C21,3,53,1
5/1/16,C20,3,1,1
5/1/16,C42,3,6,1
5/1/16,C45,3,16,1
5/1/16,C45,3,21,0
5/2/16,C41,3,17,1
5/2/16,D00,3,54,1
5/2/16,B20,3,68,1
5/2/16,A00,3,15,1
5/2/16,C00,3,59,1
5/2/16,D20,3,12,0
5/2/16,C45,3,45,1
5/2/16,C34,3,13,0
5/2/16,C42,3,0,1
5/2/16,C45,3,23,0
5/2/16,C26,3,31,0
5/3/16,C00,3,65,0
5/3/16,B30,3,27,0
5/3/16,C41,3,58,0
5/3/16,C42,3,117,1
5/3/16,C45,3,127,1
5/3/16,D20,3,13,1
5/3/16,C00,3,29,0
5/3/16,C42,3,45,0
5/3/16,D20,3,82,1
5/3/16,B01,3,31,1
5/3/16,C42,3,12,0
5/3/16,A00,3,36,1
5/3/16,B06,3,18,0
4/22/16,C44,3,94,0
2/28/16,A40,3,143,0
5/4/16,C41,3,16,0
5/4/16,C45,3,5,0
5/4/16,D20,3,93,0
4/22/16,C20,3,256,0
4/30/16,D20,3,175,1
5/4/16,D00,3,51,1
5/4/16,C42,3,7,1
5/4/16,C45,3,100,1
5/4/16,B10,3,16,0
5/4/16,A00,3,32,1
5/4/16,B01,3,18,0
5/4/16,C42,3,34,1
5/4/16,A01,3,49,0
5/4/16,C45,3,62,0
5/5/16,B20,3,21,1
5/5/16,A00,3,0,1
5/5/16,B00,3,16,0
5/5/16,D00,3,21,1
5/5/16,C45,3,30,1
5/5/16,C55,3,25,1
5/5/16,D00,3,12,1
5/5/16,C42,3,2,0
5/5/16,C41,3,59,1
5/6/16,B20,3,49,0
5/6/16,A00,3,42,0
5/6/16,B06,3,2,0
5/6/16,C24,3,4,1
5/6/16,C45,3,17,0
5/6/16,C20,3,5,0
5/6/16,B40,3,27,1
5/7/16,C45,3,44,1
5/7/16,D30,3,0,0
5/7/16,A40,3,26,1
5/7/16,B00,3,63,0
5/7/16,B21,3,0,1
5/7/16,C24,3,52,0
5/7/16,C45,3,7,1
5/7/16,C34,3,9,0
5/8/16,C20,3,20,0
4/28/16,C62,3,166,0
5/4/16,C40,3,266,0
5/10/16,A00,3,105,0
5/10/16,B32,3,27,0
4/28/16,qnbrnbkr/pppppppp/8/8/8/8/PPPPPPPP/QNBRNBKR w HDhd - 0 1,3,340,0
5/13/16,B01,3,36,1
5/13/16,C45,3,2,1
5/14/16,C45,3,6,0
5/14/16,D00,3,87,0
5/14/16,C42,3,32,1
4/28/16,C20,3,148,0
5/15/16,C41,3,45,1
5/10/16,C42,3,294,1
5/20/16,C41,3,3,0
5/20/16,D02,3,10,0
5/20/16,D07,3,39,0
5/9/16,C20,3,120,1
5/8/16,C62,3,111,1
5/30/16,C24,3,62,0
4/28/16,C40,3,93,0
5/5/16,C45,3,197,0
5/14/16,bbrkqnnr/pppppppp/8/8/8/8/PPPPPPPP/BBRKQNNR w HChc - 0 1,3,375,0
6/4/16,C24,3,8,0
6/4/16,A20,3,36,1
6/4/16,C41,3,16,0
6/4/16,B01,3,4,0
6/7/16,C41,3,71,0
6/7/16,D00,3,154,1
6/7/16,C41,3,52,0
6/7/16,B01,3,61,1
6/7/16,C40,3,17,0
6/7/16,C26,3,79,0
6/7/16,B00,3,52,1
6/7/16,C43,3,38,0
6/7/16,C45,3,15,1
6/7/16,C41,3,4,0
6/8/16,C42,3,33,1
6/8/16,6/8/16,3,10,0
6/8/16,C42,3,40,1
6/10/16,B40,3,9,1
6/10/16,A00,3,25,0
6/13/16,C40,3,4,0
6/14/16,C00,3,20,1
6/14/16,B00,3,30,1
6/15/16,C21,3,36,0
6/15/16,C26,3,22,1
6/15/16,B02,3,31,0
6/15/16,C47,3,38,0
6/16/16,B01,3,9,0
5/5/16,B01,3,237,1
6/18/16,A00,3,46,1
6/18/16,C43,3,28,0
5/28/16,C20,3,162,0
6/19/16,C45,3,57,0
6/19/16,C20,3,55,0
6/21/16,B01,3,29,0
6/21/16,D00,3,43,1
6/21/16,B01,3,57,1
6/21/16,C21,3,71,1
6/21/16,C45,3,41,0
6/22/16,C41,3,46,1
6/23/16,D02,3,37,1
6/23/16,C41,3,30,0
6/23/16,D06,3,38,1
6/23/16,C42,3,45,0
6/24/16,C00,3,7,1
6/24/16,C47,3,43,0
6/25/16,C42,3,110,0
6/25/16,B10,3,43,1
6/25/16,C42,3,17,1
6/25/16,B01,3,13,1
5/20/16,C45,3,315,0
6/26/16,C41,3,0,0
6/26/16,C42,3,10,1
6/26/16,C42,3,14,1
6/6/16,D20,3,163,1
6/26/16,C11,3,46,0
6/26/16,C42,3,74,1
6/26/16,B01,3,33,1
6/26/16,D00,3,77,1
6/26/16,C42,3,19,0
6/26/16,C40,3,31,0
6/28/16,C40,3,23,0
6/29/16,D00,3,3,1
6/30/16,A00,3,59,0
6/30/16,B20,3,63,1
6/30/16,C45,3,27,1
6/30/16,C45,3,17,0
6/30/16,D21,3,73,0
7/1/16,C20,3,23,0
7/2/16,C24,3,70,1
7/2/16,C45,3,40,1
7/2/16,B20,3,48,1
7/3/16,C44,3,3,0
7/3/16,C42,3,2,1
7/3/16,C20,3,10,0
7/5/16,C41,3,54,1
5/28/16,C40,3,184,1
6/2/16,C20,3,49,1
6/26/16,C42,3,327,0
7/7/16,C45,3,12,1
7/7/16,B40,3,10,1
7/7/16,D20,3,42,1
7/7/16,D06,3,17,0
7/7/16,C47,3,56,1
5/29/16,C20,3,133,1
7/8/16,C20,3,12,0
7/9/16,C45,3,32,0
3/28/16,A41,3,246,1
7/11/16,B01,3,25,0
7/11/16,A06,3,14,0
6/19/16,C41,3,167,0
7/11/16,C45,3,23,1
7/12/16,A00,3,1,1
7/12/16,C00,3,34,0
7/14/16,B01,3,47,1
7/14/16,C45,3,0,1
6/19/16,C41,3,119,1
7/7/16,C41,3,96,1
7/16/16,C45,3,27,1
7/17/16,C40,3,16,0
7/17/16,C43,3,36,0
7/17/16,C20,3,4,0
7/18/16,D04,3,31,0
7/19/16,C26,3,24,0
7/19/16,C00,3,56,0
7/20/16,C42,3,33,1
7/20/16,C41,3,58,0
7/21/16,C40,3,71,1
7/21/16,B00,3,28,1
7/21/16,C46,3,30,0
7/21/16,D02,3,62,1
7/21/16,C44,3,8,0
7/21/16,D07,3,31,0
7/21/16,C41,3,4,1
7/21/16,D01,3,35,0
7/22/16,B01,3,51,1
7/22/16,A00,3,29,1
7/22/16,C47,3,36,0
7/22/16,C24,3,62,0
7/22/16,C45,3,10,1
7/22/16,C24,3,36,0
7/22/16,C41,3,63,1
7/22/16,C21,3,32,0
7/22/16,C40,3,17,1
7/22/16,B07,3,13,0
5/29/16,A00,3,44,1
7/23/16,C26,3,53,1
7/23/16,C40,3,0,1
7/23/16,C62,3,45,1
7/23/16,D02,3,59,1
7/23/16,C47,3,51,0
7/24/16,C26,3,80,0
7/24/16,C24,3,80,1
7/25/16,C41,3,47,1
6/26/16,C41,3,75,1
7/26/16,B00,3,198,1
7/26/16,C41,3,38,0
7/26/16,C26,3,259,1
7/26/16,B00,3,299,1
7/27/16,D04,3,26,1
7/17/16,C20,3,6,0
7/27/16,B20,3,319,1
7/16/16,C41,3,37,1
7/27/16,B00,3,352,1
7/28/16,C41,3,31,0
7/28/16,C45,3,36,0
7/28/16,B00,3,665,1
7/26/16,D02,3,370,1
7/28/16,A03,3,386,1
7/27/16,B00,3,400,1
7/29/16,C45,3,25,0
7/30/16,C24,3,3,0
7/30/16,C42,3,22,0
7/30/16,C42,3,28,1
7/30/16,C21,3,23,1
7/28/16,A00,3,412,1
7/29/16,B00,3,423,1
7/31/16,A00,3,433,1
7/31/16,B00,3,441,1
7/31/16,A03,3,449,1
7/31/16,B00,3,456,1
7/17/16,C45,3,33,1
8/2/16,B20,3,5,1
7/27/16,C20,3,47,1
8/2/16,C40,3,5,1
8/2/16,A40,3,478,1
8/1/16,A06,3,484,1
7/23/16,C45,3,28,1
7/31/16,C24,3,170,0
7/31/16,C43,3,185,1
6/22/16,C20,3,395,1
8/2/16,B02,3,43,0
8/3/16,B00,3,451,0
8/2/16,C20,3,21,0
8/3/16,A06,3,450,1
8/10/16,A06,3,456,1
8/5/16,B00,3,210,1
8/8/16,B02,3,495,1
8/8/16,C20,3,8,0
8/5/16,C42,3,220,0
8/8/16,C40,3,25,0
8/10/16,A04,3,491,1
8/12/16,B00,3,496,1
8/14/16,C20,3,500,1
8/14/16,B00,3,504,1
8/13/16,C42,3,7,0
8/14/16,A00,3,290,1
8/9/16,C45,3,110,0
8/14/16,C43,3,403,1
8/14/16,A40,3,496,1
8/15/16,C40,3,500,1
8/14/16,A00,3,504,1
8/15/16,A00,3,508,1
8/15/16,B12,3,512,1
8/14/16,C41,3,42,0
8/14/16,C45,3,30,0
8/16/16,C20,3,468,0
8/16/16,B10,3,472,1
8/13/16,C41,3,248,0
8/19/16,B10,3,473,1
8/16/16,C25,3,56,0
8/18/16,C24,3,51,0
8/20/16,C42,3,15,0
8/19/16,C20,3,391,0
8/20/16,B10,3,398,1
7/6/16,C20,3,122,0
8/4/16,A00,3,23,1
8/22/16,C20,3,407,1
8/25/16,C20,3,570,1
8/20/16,C20,3,75,0
8/14/16,C42,3,99,0
7/31/16,C47,3,153,0
7/16/16,C20,3,140,0
8/29/16,C41,3,38,1
8/15/16,C40,3,21,1
8/29/16,C42,3,51,1
8/29/16,B20,3,42,1
8/29/16,C40,3,596,1
8/15/16,B20,3,87,0
8/29/16,C41,3,31,0
8/29/16,C41,3,29,1
8/29/16,C20,3,15,1
8/29/16,C47,3,42,1
8/29/16,C45,3,13,1
8/22/16,C47,3,70,1
8/30/16,C47,3,29,0
8/30/16,A00,3,54,0
7/12/16,C42,3,164,0
8/21/16,C45,3,56,1
8/31/16,B00,3,16,1
8/31/16,C24,3,4,0
8/16/16,B02,3,96,1
8/31/16,C40,3,14,0
9/1/16,D02,3,37,1
9/1/16,C41,3,44,0
8/20/16,C20,3,101,0
9/2/16,A00,3,25,1
9/2/16,C42,3,18,0
8/31/16,C42,3,67,0
9/3/16,C45,3,86,1
9/3/16,C41,3,65,1
9/3/16,C41,3,71,0
9/3/16,C26,3,52,1
9/4/16,C42,3,110,0
9/4/16,C42,3,53,0
9/4/16,C45,3,67,0
8/20/16,C40,3,26,1
8/20/16,C00,3,37,1
9/5/16,D20,3,4,1
9/5/16,C41,3,17,1
9/5/16,C24,3,32,1
9/5/16,C34,3,63,1
9/5/16,B20,3,13,0
9/5/16,C41,3,15,0
9/5/16,C45,3,1,0
8/30/16,C40,3,112,1
9/5/16,C34,3,23,0
9/5/16,C20,3,17,1
9/5/16,C00,3,21,1
9/5/16,C45,3,5,1
8/15/16,C42,3,54,0
9/5/16,C30,3,54,1
9/5/16,B20,3,52,0
9/6/16,C42,3,36,1
9/6/16,C43,3,19,0
9/7/16,D06,3,2,0
9/7/16,C40,3,42,1
9/7/16,C00,3,45,0
9/7/16,B00,3,6,1
9/7/16,C42,3,12,0
9/7/16,C41,3,77,0
9/7/16,B21,3,27,1
8/12/16,C45,3,5,1
9/8/16,C30,3,41,1
9/8/16,B06,3,69,1
9/8/16,A00,3,30,1
9/8/16,C42,3,30,1
9/8/16,C42,3,22,0
8/20/16,C42,3,284,0
9/8/16,C23,3,39,0
9/8/16,B21,3,9,1
9/8/16,C41,3,23,0
9/9/16,C40,3,2,1
9/9/16,B23,3,60,1
9/9/16,D00,3,70,1
9/8/16,C42,3,8,0
9/9/16,B07,3,37,0
9/9/16,C41,3,22,1
9/9/16,C23,3,36,1
9/9/16,A00,3,110,0
9/9/16,B22,3,159,0
9/9/16,C42,3,59,0
9/9/16,C42,3,37,1
9/9/16,C02,3,2,0
9/9/16,C41,3,4,1
9/9/16,B06,3,42,1
9/9/16,C45,3,6,1
9/1/16,C45,3,93,1
8/24/16,C45,3,70,0
9/10/16,B07,3,35,0
8/21/16,C42,3,133,1
9/10/16,C41,3,29,0
9/10/16,C42,3,57,0
8/21/16,C41,3,144,0
9/10/16,C42,3,10,1
9/11/16,D06,3,4,0
9/11/16,A00,3,40,1
9/11/16,D07,3,47,0
9/11/16,C40,3,21,0
9/12/16,C45,3,10,1
9/12/16,C45,3,9,1
9/12/16,C45,3,19,0
9/12/16,C20,3,28,1
9/12/16,A04,3,45,1
9/12/16,C42,3,16,0
9/13/16,B00,3,50,0
9/13/16,C20,3,16,0
8/27/16,C45,3,185,0
9/12/16,C42,3,340,0
9/13/16,C42,3,55,0
9/13/16,C20,3,2,1
9/13/16,C45,3,17,1
9/13/16,B20,3,38,1
9/13/16,C42,3,28,0
9/13/16,B20,3,14,0
9/13/16,C45,3,0,1
9/4/16,C26,3,0,1
9/14/16,C41,3,20,0
9/14/16,C42,3,5,1
9/14/16,D20,3,63,1
9/14/16,C42,3,53,1
9/15/16,D00,3,52,1
9/15/16,C21,3,23,0
9/15/16,B00,3,38,0
9/15/16,B00,3,71,0
8/31/16,C41,3,132,0
8/20/16,C41,3,57,1
9/16/16,B00,3,51,1
9/16/16,C41,3,26,1
9/16/16,C43,3,14,0
9/8/16,C45,3,303,0
9/19/16,C40,3,16,0
9/19/16,C23,3,22,0
9/19/16,B06,3,17,0
9/19/16,C20,3,265,1
9/9/16,C42,3,78,0
9/20/16,C42,3,33,0
9/20/16,A00,3,41,0
9/20/16,C42,3,18,1
9/20/16,C41,3,34,1
9/12/16,C20,3,369,1
9/20/16,C23,3,18,0
9/21/16,C20,3,14,0
9/21/16,B20,3,44,0
9/21/16,C41,3,31,1
9/21/16,C45,3,33,0
9/21/16,C30,3,59,0
9/21/16,B01,3,41,1
9/21/16,C41,3,63,0
9/21/16,C42,3,78,1
9/21/16,C20,3,40,1
9/21/16,C40,3,22,1
9/13/16,C42,3,158,0
9/21/16,C42,3,24,0
9/21/16,A09,3,24,0
9/22/16,C42,3,14,0
9/22/16,C40,3,19,1
9/22/16,C45,3,7,0
9/22/16,C45,3,5,1
9/22/16,C42,3,36,0
9/22/16,C41,3,47,1
9/22/16,C23,3,5,1
9/22/16,C20,3,11,1
9/20/16,C41,3,372,1
9/22/16,C41,3,39,0
9/19/16,C41,3,236,1
9/23/16,C42,3,27,1
9/23/16,A06,3,46,0
9/23/16,D02,3,46,0
9/23/16,C24,3,23,0
9/5/16,A00,3,55,1
9/23/16,C45,3,26,1
9/23/16,C45,3,10,1
9/23/16,C45,3,28,1
9/23/16,D00,3,38,1
9/23/16,C41,3,52,1
9/23/16,D00,3,34,0
9/24/16,B20,3,122,0
9/24/16,C45,3,23,0
9/24/16,C42,3,5,0
9/22/16,C42,3,391,1
9/4/16,C45,3,60,1
9/24/16,C41,3,403,1
9/6/16,C43,3,125,0
9/10/16,C42,3,93,1
9/27/16,C24,3,77,0
9/27/16,B00,3,4,1
9/27/16,C42,3,8,0
9/27/16,C42,3,623,1
9/27/16,B00,3,12,0
9/27/16,C45,3,33,0
9/27/16,C42,3,391,1
9/28/16,C47,3,43,0
9/29/16,C40,3,592,1
8/24/16,C20,3,125,1
9/30/16,A02,3,9,1
9/30/16,A40,3,37,1
9/30/16,C23,3,60,1
9/28/16,C41,3,358,1
9/21/16,C41,3,124,0
9/30/16,C00,3,57,0
9/5/16,C41,3,74,0
10/2/16,C42,3,34,1
10/3/16,D00,3,30,0
10/3/16,C26,3,56,0
10/3/16,C41,3,13,0
9/30/16,C47,3,413,1
10/3/16,B20,3,4,0
10/3/16,B00,3,56,0
9/23/16,C34,3,22,0
9/27/16,C41,3,102,0
10/4/16,C45,3,45,1
10/4/16,B20,3,39,0
10/5/16,C42,3,558,1
9/9/16,C45,3,145,1
10/3/16,C43,3,411,1
10/5/16,A00,3,107,0
10/6/16,D00,3,26,0
10/6/16,C41,3,7,0
10/7/16,D06,3,20,0
10/4/16,C42,3,104,0
10/7/16,A22,3,1,0
10/7/16,B06,3,15,1
10/7/16,A21,3,1,0
10/6/16,B10,3,135,0
10/8/16,C45,3,32,1
10/8/16,B20,3,110,1
10/8/16,D00,3,10,0
10/8/16,B20,3,22,0
10/8/16,10/8/16,3,20,0
10/8/16,B01,3,7,1
10/9/16,D00,3,35,1
10/9/16,D00,3,22,1
10/7/16,C41,3,123,0
10/9/16,B07,3,19,0
10/9/16,C45,3,37,1
10/9/16,C41,3,45,1
10/9/16,C24,3,97,1
10/10/16,C41,3,87,1
10/10/16,C45,3,72,0
10/10/16,C42,3,85,0
10/10/16,C45,3,98,0
10/10/16,C42,3,26,1
10/10/16,C40,3,10,0
10/10/16,C42,3,42,1
10/10/16,C45,3,29,1
10/10/16,A20,3,3,1
10/10/16,C41,3,37,0
10/6/16,C42,3,371,1
10/10/16,C26,3,46,0
10/10/16,C41,3,21,0
10/10/16,C42,3,55,0
10/5/16,C00,3,30,1
10/10/16,C20,3,8,0
10/7/16,C47,3,117,1
9/22/16,C42,3,184,1
10/11/16,C41,3,9,1
10/11/16,C02,3,26,0
10/12/16,C40,3,11,1
10/12/16,C42,3,3,1
10/12/16,C40,3,22,1
9/16/16,C42,3,69,0
10/12/16,C24,3,2,1
10/12/16,C20,3,23,0
7/28/16,C41,3,174,1
10/14/16,C20,3,10,0
10/14/16,C42,3,15,1
10/5/16,B00,3,38,0
9/30/16,C42,3,132,1
10/16/16,C40,3,7,1
10/16/16,D00,3,26,0
10/16/16,C41,3,27,0
10/9/16,A40,3,15,1
10/2/16,C42,3,110,1
